Run_./2018-02-16/otu_table.biom-0/0 Run_./2018-02-16/otu_table.biom-0/1 Run_./2018-02-16/otu_table.biom-0/2 Run_./2022-07-08/ITS/ASV_Table.biom-1/0 Run_./2022-02-18/beuty5958.biom-2/0 Run_./2022-02-18/beuty5958.biom-2/1 Run_./2022-04-19/beuty6409.biom-3/0 Run_./2022-04-19/ITS/ASV_Table.biom-4/0 Run_./2022-07-11/beuty6948.biom-5/0 Run_./2022-08-19/ASV_Table.biom-6/0 Run_./2022-08-19/ITS/ASV_Table.biom-7/0 Run_./2018-03-09/otu_table.biom-8/0 Run_./2018-03-09/otu_table.biom-8/1 Run_./2018-03-09/otu_table.biom-8/2 Run_./2018-03-09/otu_table.biom-8/3 key_0 key_1 key_2 key_3 key_4 key_5 key_6
0 0 0 0 0 397 224 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Corynebacteriales f__Corynebacteriaceae g__Corynebacterium s__freiburgense
0 0 0 0 0 310 0 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pseudomonadales f__Moraxellaceae g__Moraxella s__caviae-cuniculi
0 0 0 0 0 511 569 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__Bibersteinia s__sp62095
0 0 0 0 0 297 55 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__NA g__NA s__sp12425
0 0 0 0 295 0 0 0 1086 1057 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Blautia s__sp32042
0 0 0 0 0 295 1006 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Aerococcaceae g__Abiotrophia s__sp28087
0 0 0 0 0 586 119 0 0 0 0 0 0 0 0 k__Bacteria p__Spirochaetae c__Spirochaetes o__Spirochaetales f__Spirochaetaceae g__Treponema s__denticola
0 0 0 0 0 341 77 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XII g__Fusibacter s__sp31441
0 0 0 0 0 359 97 0 0 0 0 0 0 0 0 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__nucleatum
0 0 0 0 0 268 184 0 0 0 0 0 0 0 0 seq37 X__./2022-04-19/beuty6409.biom_seq37_X__./2022-02-18/beuty5958.biom_seq101 X__./2022-04-19/beuty6409.biom_seq37_X__./2022-02-18/beuty5958.biom_seq101 X__./2022-04-19/beuty6409.biom_seq37_X__./2022-02-18/beuty5958.biom_seq101 X__./2022-04-19/beuty6409.biom_seq37_X__./2022-02-18/beuty5958.biom_seq101 X__./2022-04-19/beuty6409.biom_seq37_X__./2022-02-18/beuty5958.biom_seq101 X__./2022-04-19/beuty6409.biom_seq37_X__./2022-02-18/beuty5958.biom_seq101
0 0 0 0 288 0 0 0 2404 1302 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33422
0 0 0 0 0 507 51 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Acetitomaculum s__sp31920
0 0 0 0 266 0 0 0 1499 857 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32341-sp32430
0 0 0 0 0 265 29 0 0 0 0 0 0 0 0 k__Bacteria p__Tenericutes c__Mollicutes o__Acholeplasmatales f__Acholeplasmataceae g__Acholeplasma s__morum
0 0 0 0 0 334 32 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Neisseriales f__Neisseriaceae g__Neisseria s__sp49941
0 0 0 0 0 255 15 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Erysipelothrix s__sp36653
0 0 0 0 0 310 53 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Burkholderiaceae g__Lautropia s__mirabilis
0 0 0 0 0 250 96 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Corynebacteriales f__Corynebacteriaceae g__Corynebacterium s__sp5220
0 0 0 0 0 250 173 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Neisseriales f__Neisseriaceae g__Neisseria s__shayeganii
0 0 0 0 0 239 49 0 0 0 0 0 0 0 0 k__Bacteria p__NA c__NA o__NA f__NA g__NA s__sp19824
0 0 0 0 0 485 40 0 0 0 0 0 0 0 0 k__Bacteria p__Chlorobi c__Chlorobia o__Chlorobiales f__NA g__NA s__sp20053
0 0 0 0 0 234 49 0 0 0 0 0 0 0 0 k__Bacteria p__Tenericutes c__Mollicutes o__Acholeplasmatales f__Acholeplasmataceae g__Acholeplasma s__sp67593
0 0 0 0 0 231 49 0 0 0 0 0 0 0 0 seq126 X__./2022-04-19/beuty6409.biom_seq126_X__./2022-02-18/beuty5958.biom_seq118 X__./2022-04-19/beuty6409.biom_seq126_X__./2022-02-18/beuty5958.biom_seq118 X__./2022-04-19/beuty6409.biom_seq126_X__./2022-02-18/beuty5958.biom_seq118 X__./2022-04-19/beuty6409.biom_seq126_X__./2022-02-18/beuty5958.biom_seq118 X__./2022-04-19/beuty6409.biom_seq126_X__./2022-02-18/beuty5958.biom_seq118 X__./2022-04-19/beuty6409.biom_seq126_X__./2022-02-18/beuty5958.biom_seq118
0 0 0 0 0 1093 733 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Porphyromonadaceae g__Porphyromonas s__sp13365
0 0 0 0 0 210 33 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Corynebacteriales f__Corynebacteriaceae g__Corynebacterium s__canis
0 0 0 0 0 209 20 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Comamonadaceae g__Lampropedia s__hyalina
0 0 0 0 0 205 74 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__NA s__sp35348
0 0 0 0 0 305 805 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Neisseriales f__Neisseriaceae g__Conchiformibius s__steedae
0 0 0 0 0 382 89 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Aerococcaceae g__NA s__sp28129
0 0 0 0 0 188 30 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Porphyromonadaceae g__Tannerella s__forsythia
0 0 0 0 0 188 85 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XI g__Peptoniphilus s__sp31312
0 0 0 0 0 302 44 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Deltaproteobacteria o__Desulfovibrionales f__Desulfohalobiaceae g__NA s__sp52441
0 0 0 0 0 323 113 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Flavobacteriia o__Flavobacteriales f__Flavobacteriaceae g__Capnocytophaga s__cynodegmi
0 0 0 0 180 0 17 0 86 38 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae g__Clostridium s__colicanis
0 0 0 0 0 203 46 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pseudomonadales f__Moraxellaceae g__Moraxella s__caprae-equi
0 0 0 0 0 176 25 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__NA s__sp36726
0 0 0 0 0 176 41 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Peptoclostridium s__sp34345
0 0 0 0 0 175 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Negativicutes o__Selenomonadales f__Veillonellaceae g__Veillonella s__sp37198
0 0 0 0 0 294 28 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__NA s__sp12884
0 0 0 0 0 170 74 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XII g__Fusibacter s__sp31462
0 0 0 0 0 343 125 0 0 0 0 0 0 0 0 k__Bacteria p__Saccharibacteria c__NA o__NA f__NA g__NA s__sp65941
0 0 0 0 0 279 74 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Corynebacteriales f__Corynebacteriaceae g__Corynebacterium s__matruchotii
0 0 0 0 0 384 116 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Proteocatella s__sp34373
0 0 0 0 0 289 34 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Flavobacteriia o__Flavobacteriales f__Flavobacteriaceae g__Capnocytophaga s__sp16516
0 0 0 0 0 160 73 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XI g__NA s__sp31397
0 0 0 0 0 195 22 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XI g__Ezakiella s__sp31233
0 0 0 0 0 266 422 0 0 0 0 0 0 0 0 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Leptotrichiaceae g__Streptobacillus s__moniliformis
0 0 0 0 156 0 0 0 147 694 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32443
0 0 0 0 0 202 19 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Nitriliruptoria o__Euzebyales f__Euzebyaceae g__Euzebya s__sp10631
0 0 0 0 0 252 56 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Epsilonproteobacteria o__Campylobacterales f__Campylobacteraceae g__Arcobacter s__thereius
0 0 0 0 150 0 0 0 0 0 0 0 0 0 0 seq164 X__./2022-02-18/beuty5958.biom_seq164 X__./2022-02-18/beuty5958.biom_seq164 X__./2022-02-18/beuty5958.biom_seq164 X__./2022-02-18/beuty5958.biom_seq164 X__./2022-02-18/beuty5958.biom_seq164 X__./2022-02-18/beuty5958.biom_seq164
0 0 0 0 0 150 47 0 0 0 0 0 0 0 0 seq133 X__./2022-04-19/beuty6409.biom_seq133_X__./2022-02-18/beuty5958.biom_seq165 X__./2022-04-19/beuty6409.biom_seq133_X__./2022-02-18/beuty5958.biom_seq165 X__./2022-04-19/beuty6409.biom_seq133_X__./2022-02-18/beuty5958.biom_seq165 X__./2022-04-19/beuty6409.biom_seq133_X__./2022-02-18/beuty5958.biom_seq165 X__./2022-04-19/beuty6409.biom_seq133_X__./2022-02-18/beuty5958.biom_seq165 X__./2022-04-19/beuty6409.biom_seq133_X__./2022-02-18/beuty5958.biom_seq165
0 0 0 0 0 323 54 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Porphyromonadaceae g__Odoribacter s__denticanis
0 0 0 0 0 147 0 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Porphyromonadaceae g__Porphyromonas s__sp13364-sp13368
0 0 0 0 0 240 26 0 0 0 0 0 0 0 0 k__Bacteria p__Spirochaetae c__Spirochaetes o__Spirochaetales f__Spirochaetaceae g__Treponema s__sp66801
0 0 0 0 0 143 114 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Alloprevotella s__sp13512-sp13517
0 0 0 0 0 143 0 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__sp4762
0 0 0 0 110 30 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Streptococcaceae g__Streptococcus s__equinus-infantarius-lutetiensis
0 0 0 0 0 139 22 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__NA s__sp14284
0 0 0 0 0 137 0 0 0 0 0 0 0 0 0 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Leptotrichiaceae g__Leptotrichia s__sp37518
0 0 0 0 0 258 93 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Christensenellaceae g__NA s__sp30336
0 0 0 0 0 136 47 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Streptococcaceae g__Streptococcus s__canis
0 0 0 0 0 135 51 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptococcaceae g__Peptococcus s__sp34115
0 0 0 0 0 132 38 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Comamonadaceae g__Brachymonas s__sp48850
0 0 0 0 0 131 15 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Negativicutes o__Selenomonadales f__Acidaminococcaceae g__Succiniclasticum s__sp36849-sp36859
0 0 0 0 0 130 18 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Deltaproteobacteria o__Desulfovibrionales f__Desulfovibrionaceae g__Desulfovibrio s__sp52597
0 0 0 0 129 0 0 0 0 0 0 0 0 0 0 seq190 X__./2022-02-18/beuty5958.biom_seq190 X__./2022-02-18/beuty5958.biom_seq190 X__./2022-02-18/beuty5958.biom_seq190 X__./2022-02-18/beuty5958.biom_seq190 X__./2022-02-18/beuty5958.biom_seq190 X__./2022-02-18/beuty5958.biom_seq190
0 0 0 0 0 128 19 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhodospirillales f__Rhodospirillaceae g__NA s__sp46470
0 0 0 0 148 0 0 0 22 139 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32424
0 0 0 0 0 124 58 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XIII g__NA s__sp31701
0 0 0 0 0 121 36 0 0 0 0 0 0 0 0 seq149 X__./2022-04-19/beuty6409.biom_seq149_X__./2022-02-18/beuty5958.biom_seq198 X__./2022-04-19/beuty6409.biom_seq149_X__./2022-02-18/beuty5958.biom_seq198 X__./2022-04-19/beuty6409.biom_seq149_X__./2022-02-18/beuty5958.biom_seq198 X__./2022-04-19/beuty6409.biom_seq149_X__./2022-02-18/beuty5958.biom_seq198 X__./2022-04-19/beuty6409.biom_seq149_X__./2022-02-18/beuty5958.biom_seq198 X__./2022-04-19/beuty6409.biom_seq149_X__./2022-02-18/beuty5958.biom_seq198
0 0 0 0 0 204 36 0 0 0 0 0 0 0 0 k__Bacteria p__Saccharibacteria c__NA o__NA f__NA g__*Saccharimonas s__sp65955
0 0 0 0 0 118 0 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pseudomonadales f__Moraxellaceae g__Moraxella s__catarrhalis-nonliquefaciens
0 0 0 0 116 0 0 0 962 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__NA s__sp14118
0 0 0 0 0 180 12 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Xanthomonadales f__Xanthomonadaceae g__NA s__sp65479
0 0 0 0 0 110 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Streptococcaceae g__Streptococcus s__mitis-oralis-sanguinis
0 0 0 0 109 0 0 0 199 63 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32386
0 0 0 0 0 247 49 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__NA s__sp34397
0 0 0 0 0 109 29 0 0 0 0 0 0 0 0 seq169 X__./2022-04-19/beuty6409.biom_seq169_X__./2022-02-18/beuty5958.biom_seq211 X__./2022-04-19/beuty6409.biom_seq169_X__./2022-02-18/beuty5958.biom_seq211 X__./2022-04-19/beuty6409.biom_seq169_X__./2022-02-18/beuty5958.biom_seq211 X__./2022-04-19/beuty6409.biom_seq169_X__./2022-02-18/beuty5958.biom_seq211 X__./2022-04-19/beuty6409.biom_seq169_X__./2022-02-18/beuty5958.biom_seq211 X__./2022-04-19/beuty6409.biom_seq169_X__./2022-02-18/beuty5958.biom_seq211
0 0 0 0 0 224 65 0 0 0 0 0 0 0 0 k__Bacteria p__Saccharibacteria c__NA o__NA f__NA g__*Saccharimonas s__sp65943
0 0 0 0 0 158 19 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__NA s__sp34402
0 0 0 0 0 104 24 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XIII g__NA s__sp31677
0 0 0 0 0 144 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Catonella s__sp32118
0 0 0 0 0 99 0 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__Bibersteinia s__sp62096
0 0 0 0 0 97 0 0 0 0 0 0 0 0 0 k__Bacteria p__Spirochaetae c__Spirochaetes o__Spirochaetales f__Spirochaetaceae g__Treponema s__sp66795
0 0 0 0 0 93 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales f__Streptococcaceae g__Streptococcus s__minor
0 0 0 0 0 92 54 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32408
0 0 0 0 0 101 0 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__cardiffensis
0 0 0 0 0 89 31 0 0 0 0 0 0 0 0 seq162 X__./2022-04-19/beuty6409.biom_seq162_X__./2022-02-18/beuty5958.biom_seq234 X__./2022-04-19/beuty6409.biom_seq162_X__./2022-02-18/beuty5958.biom_seq234 X__./2022-04-19/beuty6409.biom_seq162_X__./2022-02-18/beuty5958.biom_seq234 X__./2022-04-19/beuty6409.biom_seq162_X__./2022-02-18/beuty5958.biom_seq234 X__./2022-04-19/beuty6409.biom_seq162_X__./2022-02-18/beuty5958.biom_seq234 X__./2022-04-19/beuty6409.biom_seq162_X__./2022-02-18/beuty5958.biom_seq234
0 0 0 0 0 129 111 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Roseburia s__sp33201
0 0 0 0 0 89 23 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__NA g__NA s__sp13034
0 0 0 0 0 116 36 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__Haemophilus s__sp62184
0 0 0 0 0 187 12 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Comamonadaceae g__Lampropedia s__sp49018
0 0 0 0 83 0 0 0 144 121 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33387
0 0 0 0 81 0 0 0 0 51 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__NA s__sp33656
0 0 0 0 80 0 0 0 0 51 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Ruminiclostridium s__sp34905-sp34912
0 0 0 0 0 80 34 0 0 0 0 0 0 0 0 k__Bacteria p__Tenericutes c__Mollicutes o__Mycoplasmatales f__Mycoplasmataceae g__Ureaplasma s__parvum-urealyticum
0 0 0 0 0 78 50 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__slackii
0 0 0 0 0 138 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XII g__Fusibacter s__sp31454
0 0 0 0 0 77 37 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Xanthomonadales f__Xanthomonadaceae g__Luteimonas s__sp65067
0 0 0 0 0 77 66 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Johnsonella s__sp32284
0 0 0 0 0 75 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Negativicutes o__Selenomonadales f__Acidaminococcaceae g__Succiniclasticum s__sp36859
0 0 0 0 0 75 0 0 0 0 0 0 0 0 0 k__Bacteria p__Tenericutes c__Mollicutes o__Acholeplasmatales f__Acholeplasmataceae g__Acholeplasma s__sp67613
0 0 0 0 0 74 12 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Flavobacteriia o__Flavobacteriales f__Flavobacteriaceae g__Flavobacterium s__sp16983
0 0 0 0 0 74 14 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__NA s__sp36784
0 0 0 0 0 73 14 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XIII g__NA s__sp31635
0 0 0 0 0 73 47 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__NA s__sp36778
0 0 0 0 0 73 14 0 0 0 0 0 0 0 0 seq233 X__./2022-04-19/beuty6409.biom_seq233_X__./2022-02-18/beuty5958.biom_seq264 X__./2022-04-19/beuty6409.biom_seq233_X__./2022-02-18/beuty5958.biom_seq264 X__./2022-04-19/beuty6409.biom_seq233_X__./2022-02-18/beuty5958.biom_seq264 X__./2022-04-19/beuty6409.biom_seq233_X__./2022-02-18/beuty5958.biom_seq264 X__./2022-04-19/beuty6409.biom_seq233_X__./2022-02-18/beuty5958.biom_seq264 X__./2022-04-19/beuty6409.biom_seq233_X__./2022-02-18/beuty5958.biom_seq264
0 0 0 0 0 71 20 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Christensenellaceae g__NA s__sp30247
0 0 0 0 0 70 166 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Flavobacteriia o__Flavobacteriales f__Flavobacteriaceae g__Bergeyella s__sp16466
0 0 0 0 0 70 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__NA s__sp34399
0 0 0 0 0 70 16 0 0 0 0 0 0 0 0 k__Bacteria p__Gracilibacteria c__NA o__NA f__NA g__NA s__sp38170
0 0 0 0 0 69 21 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XIII g__NA s__sp31535
0 0 0 0 0 112 22 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Rikenellaceae g__NA s__sp14717
0 0 0 0 0 68 62 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XIII g__NA s__sp31550
0 0 0 0 0 67 46 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Actinomycetales f__Actinomycetaceae g__Actinomyces s__oris
0 0 0 0 0 67 0 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Xanthomonadales f__Xanthomonadaceae g__Arenimonas s__sp64995
0 0 0 0 0 163 22 0 0 0 0 0 0 0 0 k__Bacteria p__Spirochaetae c__Spirochaetes o__Spirochaetales f__Spirochaetaceae g__Spirochaeta s__sp66555
0 0 0 0 0 66 0 0 0 0 0 0 0 0 0 k__Bacteria p__Actinobacteria c__Actinobacteria o__Micrococcales f__Microbacteriaceae g__Leucobacter s__sp6730
0 0 0 0 0 145 28 0 0 0 0 0 0 0 0 k__Bacteria p__Saccharibacteria c__NA o__NA f__NA g__*Saccharimonas s__sp65946
0 0 0 0 0 65 39 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Neisseriales f__Neisseriaceae g__Neisseria s__canis
0 0 0 0 0 64 0 0 0 0 0 0 0 0 0 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Leptotrichiaceae g__Leptotrichia s__sp37508-sp37510
0 0 0 0 0 80 19 0 0 0 0 0 0 0 0 k__Bacteria p__Synergistetes c__Synergistia o__Synergistales f__Synergistaceae g__Fretibacterium s__sp67106
0 0 0 0 0 64 0 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Cardiobacteriales f__Cardiobacteriaceae g__NA s__sp57146
0 0 0 0 0 63 0 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Family_XI g__Parvimonas s__micra
0 0 0 0 0 63 0 0 0 0 0 0 0 0 0 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__Pasteurella s__aerogenes
0 0 0 0 0 62 14 0 0 0 0 0 0 0 0 k__Bacteria p__NA c__NA o__NA f__NA g__NA s__sp19817
0 0 0 0 0 89 0 0 0 0 0 0 0 0 0 k__Bacteria p__Cyanobacteria c__NA o__NA f__NA g__NA s__sp23682
0 0 0 0 0 61 36 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Catonella s__sp32119
0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 k__Bacteria p__Tenericutes c__Mollicutes o__NA f__NA g__Acholeplasmatales s__bacterium
0 0 0 0 0 60 19 0 0 0 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__NA s__sp35859
0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Porphyromonadaceae g__Parabacteroides s__sp13269
0 0 0 0 0 59 24 0 0 0 0 0 0 0 0 k__Bacteria p__Synergistetes c__Synergistia o__Synergistales f__Synergistaceae g__Fretibacterium s__feline
0 0 0 0 0 58 0 0 0 0 0 0 0 0 0 k__Archaea p__Euryarchaeota c__Methanomicrobia o__Methanosarcinales f__Methanosarcinaceae g__Methanimicrococcus s__blatticola
0 0 0 0 57 0 0 0 103 82 0 0 0 0 0 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__sp32364
